municipio,candidato,cargo,partido,condicao,paginas_proposta,ano,num_arquivos,url
Itaperuna,MARCUS VINICIUS DE OLIVEIRA PINTO,PREFEITO,DEM,NÃO ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58432/426/candidatos/319671/5_1600489444943.pdf
Itaperuna,EUGENIO TEIXEIRA DE CASTRO VELLOSO,PREFEITO,PRTB,NÃO ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58432/426/candidatos/595140/5_1601045492900.pdf
Itaperuna,JEANE HESPANHOL MOZER,PREFEITO,PMB,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58432/426/candidatos/534174/5_1601043803782.pdf
Itaperuna,RICARDO TINOCO NOVAES,PREFEITO,REPUBLICANOS,NÃO ELEITO,26,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58432/426/candidatos/262209/5_1600548780827.pdf
Itaperuna,PAULO ROGERIO BANDOLE BOECHAT,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,17,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58432/426/candidatos/321827/5_1600481568499.pdf
Itaperuna,LUIZ ROGERIO DE MELLO GARCIA,PREFEITO,PDT,NÃO ELEITO,12 – 11,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58432/2030402020/190000795630/pje-192b45cf-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58432/426/candidatos/578870/5_1600794237902.pdf
Itaperuna,SAULO AZEVEDO NOLASCO,PREFEITO,PSOL,NÃO ELEITO,48,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58432/426/candidatos/595375/5_1600797698736.pdf
Itatiaia,DENILSON SAMPAIO DA SILVA,PREFEITO,PSDB,NÃO ELEITO,28,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58440/426/candidatos/190001109447/pje-150633de-Proposta%20de%20governo.pdf
Itatiaia,EDUARDO GUEDES DA SILVA,PREFEITO,PSC,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58440/426/candidatos/613299/5_1600802658134.pdf
Itatiaia,EDUARDO SANCLER JACOB DO AMARAL,PREFEITO,PL,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58440/426/candidatos/771013/5_1600999965937.pdf
Itatiaia,IRINEU NOGUEIRA COELHO,PREFEITO,PTB,ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58440/426/candidatos/819109/5_1601074160697.pdf
Itatiaia,IZAEL BERNARDES FILHO,PREFEITO,DC,NÃO ELEITO,5,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58440/426/candidatos/422405/5_1600739949297.pdf
Itatiaia,ADRIANO JOSÉ DOS SANTOS,PREFEITO,PSOL,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58440/426/candidatos/650535/5_1601144643465.pdf
Japeri,BRUNO SILVA DOS SANTOS,PREFEITO,PL,NÃO ELEITO,1,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/387892/5_1600729006662.pdf
Japeri,CARLOS MORAES COSTA,PREFEITO,PSDB,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/232935/5_1599843726632.pdf
Japeri,CEZAR DE MELO,PREFEITO,CIDADANIA,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/384918/5_1600378865136.pdf
Japeri,FERNANDA MACHADO ONTIVEROS,PREFEITO,PDT,ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/490007/5_1600794176852.pdf
Japeri,FABIO GOMES DA SILVA,PREFEITO,PSD,NÃO ELEITO,23,2020,23,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983617922.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983691530.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983692454.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983693248.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983619519.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983694551.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983624117.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983546972.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983621856.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983695363.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983545924.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983699547.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983697276.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983628084.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983623422.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983543505.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983620218.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983690037.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983548659.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983613629.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983549624.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983615737.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/761026/5_1600983612419.jpg
Japeri,HELDER PEDRO BARROS,PREFEITO,PSC,NÃO ELEITO,35,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/435148/5_1600461681980.pdf
Japeri,JONAS AGUIAR DA CRUZ,PREFEITO,MDB,NÃO ELEITO,2,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/190001236490/pje-82a05af5-Proposta%20de%20governo.pdf
Japeri,MANOEL VALDIVINO FERREIRA FILHO,PREFEITO,PTB,NÃO ELEITO,3,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/190001236741/pje-05b6f382-Proposta%20de%20governo.pdf
Japeri,IVALDO BARBOSA DOS SANTOS,PREFEITO,REPUBLICANOS,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58149/426/candidatos/369745/5_1600450865332.pdf
Laje do Muriaé,JOSE BERNARDO DE OLIVEIRA,PREFEITO,AVANTE,NÃO ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58459/426/candidatos/688543/5_1600901047421.pdf
Laje do Muriaé,JOSÉ ELIEZER TOSTES PINTO,PREFEITO,MDB,NÃO ELEITO,5,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58459/426/candidatos/768923/5_1601065981150.pdf
Laje do Muriaé,EUDOCIO MOREIRA CARDOZO,PREFEITO,PL,ELEITO,20,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58459/426/candidatos/574506/5_1600742050562.pdf
Macaé,ANDRÉ LONGOBARDI,PREFEITO,REPUBLICANOS,NÃO ELEITO,45,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/426/candidatos/638650/5_1600825420141.pdf
Macaé,IGOR PAES NUNES SARDINHA,PREFEITO,PT,NÃO ELEITO,92,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/426/candidatos/190000832379/pje-1de2e0ee-Proposta%20de%20governo.pdf
Macaé,LUIZ ANTONIO PACHECO,PREFEITO,PMB,NÃO ELEITO,44,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/426/candidatos/637732/5_1601160413883.pdf
Macaé,JONAS VICENTE DE OLIVEIRA NETO,PREFEITO,PCO,NÃO ELEITO,37,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/426/candidatos/707330/5_1601054877876.pdf
Macaé,MAXWELL SOUTO VAZ,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,33,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/2030402020/190000742458/pje-581a220d-Proposta%20de%20governo.pdf
Macaé,RICARD SOUZA DE CARVALHO,PREFEITO,PRTB,NÃO ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/426/candidatos/780658/5_1601005950168.pdf
Macaé,RIVERTON MUSSI RAMOS,PREFEITO,PDT,NÃO ELEITO,38,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/426/candidatos/655530/5_1600892915085.pdf
Macaé,ROBSON OLIVEIRA CONSTANTINO,PREFEITO,PTB,NÃO ELEITO,29,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/426/candidatos/190000875020/pje-a404b595-Proposta%20de%20governo.pdf
Macaé,SABRINA ROBERTA LUZ MARTINS,PREFEITO,PSTU,NÃO ELEITO,5,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/426/candidatos/251081/5_1600789570760.pdf
Macaé,SYLVIO MUSSI LOPES TEIXEIRA,PREFEITO,DEM,NÃO ELEITO,69,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/426/candidatos/698449/5_1600914533440.pdf
Macaé,WELBERTH PORTO DE REZENDE,PREFEITO,CIDADANIA,ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58475/426/candidatos/455306/5_1600862873673.PDF
Macuco,BRUNO ALVES BOARETTO,PREFEITO,PL,ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58386/426/candidatos/365008/5_1600357900542.pdf
Magé,CARLOS HENRIQUE RIOS LEMOS,PREFEITO,PMN,NÃO ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58491/2030402020/190000644811/pje-d6146213-Proposta%20de%20governo.pdf
Magé,JEANNIE MAYR REIS DE OLIVEIRA,PREFEITO,MDB,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58491/426/candidatos/676866/5_1601071967527.pdf
Magé,RENATO COZZOLINO HARB,PREFEITO,PP,ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58491/426/candidatos/628702/5_1601142985398.pdf
Magé,RICARDO CORRÊA DE BARROS,PREFEITO,PSC,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58491/426/candidatos/265799/5_1600335704461.pdf
Magé,PEDRO ROGÉRIO DUTRA DO VALLE,PREFEITO,PL,NÃO ELEITO,37,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58491/426/candidatos/393899/5_1600479443221.pdf
Magé,ANDRE ANTONIO LOPES DO NASCIMENTO,PREFEITO,PSD,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58491/426/candidatos/681079/5_1600890624587.pdf
Mangaratiba,AARÃO DE MOURA BRITO NETO,PREFEITO,CIDADANIA,NÃO ELEITO,29,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58513/426/candidatos/742096/5_1600984386318.pdf
Mangaratiba,ALAN CAMPOS DA COSTA,PREFEITO,PP,ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58513/426/candidatos/477395/5_1600733037280.pdf
Mangaratiba,ANDRE DE MELLO COSTA,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58513/2030402020/190001114671/pje-48094ed6-Proposta%20de%20governo.pdf
Mangaratiba,ALTANIR NASCIMENTO DE FREITAS,PREFEITO,PSL,NÃO ELEITO,26,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58513/426/candidatos/595350/5_1600986461198.pdf
Mangaratiba,CLEDSON DUTRA BARBOZA,PREFEITO,PSB,NÃO ELEITO,1,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58513/426/candidatos/728233/PLABNO.pdf
Mangaratiba,MARCELO ALVES DE SOUZA,PREFEITO,PROS,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58513/426/candidatos/215692/5_1600122329694.pdf
Mangaratiba,THIAGO TARGINO DOS SANTOS,PREFEITO,PODE,NÃO ELEITO,5,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58513/426/candidatos/714364/5_1600926183752.pdf
Maricá,CESAR AUGUSTO MACHADO FILHO,PREFEITO,PMN,NÃO ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58530/426/candidatos/114354/5_1600029970948.pdf
Maricá,VALDEVINO COSTA DA SILVA,PREFEITO,PSDB,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58530/426/candidatos/475731/5_1600642571151.pdf
Maricá,CIRO RIBEIRO DA FONTOURA,PREFEITO,REPUBLICANOS,NÃO ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58530/2030402020/190000959365/pje-30055508-Proposta%20de%20governo.pdf
Maricá,FABIANO TAQUES HORTA,PREFEITO,PT,ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58530/426/candidatos/633686/5_1600817904446.pdf
Mendes,ELCIO SOUZA FERREIRA,PREFEITO,PL,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58556/426/candidatos/849604/5_1601157433183.pdf
Mendes,JORGE HENRIQUE COSTA DE OLIVEIRA,PREFEITO,SOLIDARIEDADE,ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58556/2030402020/190001019384/pje-316dfc90-Proposta%20de%20governo.pdf
Mendes,NATANAEL MARIANO DOS SANTOS,PREFEITO,PSOL,NÃO ELEITO,35,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58556/426/candidatos/190001019338/pje-197634e0-Proposta%20de%20governo.pdf
Mendes,RICARDO RAMALHO MELLO,PREFEITO,PSC,NÃO ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58556/426/candidatos/780856/5_1601009370865.pdf
Mendes,LUIZ RICARDO DE CARVALHO,PREFEITO,REPUBLICANOS,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58556/426/candidatos/707772/5_1601076652463.pdf
Mendes,WALDIR FERREIRA MEXIAS JUNIOR,PREFEITO,DEM,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58556/426/candidatos/775446/5_1601000946119.pdf
Mesquita,ANTONIO JOSE DOS SANTOS,PREFEITO,PC DO B,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58467/426/candidatos/437722/5_1601078927732.pdf
Mesquita,CRISTIANE PELINCA DO AMARAL,PREFEITO,PSD,NÃO ELEITO,29,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58467/426/candidatos/471897/5_1600844751806.pdf
Mesquita,THAIANNA CRISTINA BARBOSA DOS SANTOS,PREFEITO,PSDB,NÃO ELEITO,23 – 25,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58467/2030402020/190000895816/pje-7fbdba37-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58467/426/candidatos/421137/5_1600893968188.pdf
Mesquita,JORGE BERNARDES DA CONCEIÇÃO,PREFEITO,REDE,NÃO ELEITO,NÃO TEM,2020,0,
Mesquita,JORGE LUCIO FERREIRA MIRANDA,PREFEITO,PL,ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58467/426/candidatos/466203/5_1600534440103.pdf
Mesquita,LEYDERVAN DA SILVA JOSE,PREFEITO,PDT,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58467/426/candidatos/354525/5_1600350385679.pdf
Miguel Pereira,ANDRÉ PINTO DE AFONSECA,PREFEITO,PSC,ELEITO,28,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58572/426/candidatos/185773/5_1600869092366.pdf
Miguel Pereira,ESMERALDA CARNEIRO MONSORES,PREFEITO,PSOL,NÃO ELEITO,46,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58572/426/candidatos/190000875162/pje-f049bccb-Proposta%20de%20governo.pdf
Miguel Pereira,ROMANO AURELIO LOMELINO DA SILVA,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58572/426/candidatos/769435/5_1600989558645.pdf
Miguel Pereira,WELINGTON BENEDITO ALVES FERREIRA,PREFEITO,PATRIOTA,NÃO ELEITO,38,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58572/2030402020/190001112772/pje-e0a01127-Proposta%20de%20governo.pdf
Miracema,MARIA ALESSANDRA LEITE FREIRE,PREFEITO,PMB,NÃO ELEITO,28,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58599/426/candidatos/378571/5_1600446724955.pdf
Miracema,CLÓVIS TOSTES DE BARROS,PREFEITO,SOLIDARIEDADE,ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58599/426/candidatos/557208/5_1600811535464.pdf
Miracema,HANRY FELIX EL KHOURI,PREFEITO,DC,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58599/426/candidatos/667802/5_1600979876178.pdf
Miracema,RONALDO LIGIERO ALVIM,PREFEITO,PTB,NÃO ELEITO,27,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58599/426/candidatos/727603/5_1601046381320.pdf
Natividade,JULIANO DA SILVA FRANÇA,PREFEITO,PSL,NÃO ELEITO,33,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58610/426/candidatos/727367/PROPOSTA.pdf
Natividade,MURILLO ALVES RIBEIRO JUNIOR,PREFEITO,PL,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58610/426/candidatos/229558/5_1599762657288.pdf
Natividade,OSMARINA RODRIGUES SEGURO,PREFEITO,PATRIOTA,NÃO ELEITO,NÃO TEM,2020,0,
Natividade,SEVERIANO ANTONIO DOS SANTOS REZENDE,PREFEITO,PROS,ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58610/426/candidatos/313860/5_1600880642075.pdf
Nilópolis,ABRAÃO DAVID NETO,PREFEITO,PL,ELEITO,20,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58637/426/candidatos/334976/5_1600275532791.pdf
Nilópolis,VANDER ALVES CALAZANS,PREFEITO,DEM,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58637/2030402020/190000863143/pje-1ed595e1-Proposta%20de%20governo.pdf
Nilópolis,JORGE HENRIQUE DA COSTA NUNES,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58637/426/candidatos/572516/5_1600734768428.pdf
Nilópolis,WENDERSON DIAS RIBEIRO,PREFEITO,PSOL,NÃO ELEITO,NÃO TEM,2020,0,
Nilópolis,RODRIGO BILARD FIGUEIRA DA SILVA,PREFEITO,PDT,NÃO ELEITO,22,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58637/426/candidatos/484444/5_1600558441406.pdf
Nilópolis,JOSÉ MARIO DE CARVALHO SILVA,PREFEITO,PT,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58637/426/candidatos/510442/5_1600694927116.pdf
Niterói,ALLAN PINHO LYRA,PREFEITO,PTC,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58653/2030402020/190001229121/pje-247dce0b-Proposta%20de%20governo.pdf
Niterói,AXEL SCHMIDT GRAEL,PREFEITO,PDT,ELEITO,28,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58653/426/candidatos/379359/5_1600371865100.pdf
Niterói,DEULER DA ROCHA GONÇALVES JUNIOR,PREFEITO,PSL,NÃO ELEITO,NÃO TEM,2020,0,
Niterói,FELIPE DOS SANTOS PEIXOTO,PREFEITO,PSD,NÃO ELEITO,84,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58653/426/candidatos/290268/5_1600128237018.pdf
Niterói,FLAVIO ALVES SERAFINI,PREFEITO,PSOL,NÃO ELEITO,238,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58653/426/candidatos/190000675881/pje-84ee17d0-Proposta%20de%20governo.pdf
Niterói,JULIANA DA CÂMARA TORRES BENICIO,PREFEITO,NOVO,NÃO ELEITO,35,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58653/426/candidatos/107354/5_1599571128355.pdf
Niterói,RENATA DE OLIVEIRA ESTEVES,PREFEITO,PMB,NÃO ELEITO,51,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58653/426/candidatos/774460/5_1601060537786.pdf
Niterói,SÉRGIO BRUNO ALVES PERDIGÃO,PREFEITO,PSTU,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58653/426/candidatos/190001273716/pje-ee61918d-Proposta%20de%20governo.pdf
Niterói,ANTONIO DA SILVEIRA FARES,PREFEITO,DC,NÃO ELEITO,3,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58653/426/candidatos/311961/5_1600787700763.pdf
Nova Friburgo,ALEXANDRE AZEVEDO DA CRUZ,PREFEITO,CIDADANIA,NÃO ELEITO,24,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/707979/5_1601075832404.pdf
Nova Friburgo,ANDRÉ LUIZ MONTECHIARI LOBOSCO,PREFEITO,PRTB,NÃO ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/295927/5_1601063180725.pdf
Nova Friburgo,ANTONIO CARLOS TEIXEIRA REZENDE,PREFEITO,PV,NÃO ELEITO,26,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/719846/5_1601070448958.pdf
Nova Friburgo,CLÁUDIO DAMIÃO SANTOS PEREIRA,PREFEITO,PSOL,NÃO ELEITO,38,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/642772/5_1600826571107.pdf
Nova Friburgo,DANIELLE CHRISTINE BESSA NETTO DE BARROS,PREFEITO,PSL,NÃO ELEITO,50,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/786918/5_1601034942509.pdf
Nova Friburgo,ARTHUR MATTAR GREMION SOARES,PREFEITO,AVANTE,NÃO ELEITO,51,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/171134/5_1600092894303.pdf
Nova Friburgo,LUIS FERNANDO AZEVEDO SILVA,PREFEITO,PROS,NÃO ELEITO,17,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/263718/5_1600576818208.pdf
Nova Friburgo,HUGO JOSÉ MORENO PEREIRA,PREFEITO,PSTU,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/22477/5_1600968657230.pdf
Nova Friburgo,JOHNNY MAYCON CORDEIRO RIBEIRO,PREFEITO,REPUBLICANOS,ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/717771/5_1600946743322.pdf
Nova Friburgo,JUVENAL NESTOR CONDACK,PREFEITO,PSD,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/713054/5_1600919037279.pdf
Nova Friburgo,LUCIDARLEN NOVAES DA SILVA FERREIRA,PREFEITO,PMB,NÃO ELEITO,25,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/372432/5_1600803574552.pdf
Nova Friburgo,MARIOZAM OLIVEIRA DA SILVA,PREFEITO,PTC,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/730571/PropostadeGoverno.pdf
Nova Friburgo,RENATO PINHEIRO BRAVO,PREFEITO,PP,NÃO ELEITO,48,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/792870/5_1601092601911.pdf
Nova Friburgo,PAULO SERGIO LOUBACK,PREFEITO,PSC,NÃO ELEITO,17,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58670/426/candidatos/708808/5_1600967886913.pdf
