municipio,candidato,cargo,partido,condicao,paginas_proposta,ano,num_arquivos,url
Angra dos Reis,ALEXANDRE SILVA ESTEVÃO,PREFEITO,PSL,NÃO ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58017/426/candidatos/499468/5_1600643215060.pdf
Angra dos Reis,LUIS CLAUDIO PEREIRA DAS DORES,PREFEITO,PDT,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58017/426/candidatos/352848/5_1600827523776.pdf
Angra dos Reis,FERNANDO JORDÃO,PREFEITO,MDB,ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58017/426/candidatos/420783/5_1600455228183.pdf
Angra dos Reis,JANE MOTÉ,PREFEITO,PC DO B,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58017/426/candidatos/423960/5_1600453222608.pdf
Angra dos Reis,MARIO DESCHAMPS,PREFEITO,PV,NÃO ELEITO,45,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58017/426/candidatos/747711/5_1600990980676.pdf
Angra dos Reis,RAFAELLE FIRMINO DOS SANTOS,PREFEITO,PRTB,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58017/426/candidatos/562373/5_1600963959967.pdf
Angra dos Reis,VAGNER ROBELES DE OLIVEIRA RAMOS,PREFEITO,DC,NÃO ELEITO,26,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58017/426/candidatos/712807/5_1601109076643.pdf
Angra dos Reis,JOSÉ AUGUSTO DE ARAUJO VIEIRA,PREFEITO,PP,NÃO ELEITO,20,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58017/426/candidatos/479102/5_1600800494859.pdf
Angra dos Reis,JOSE MIGUEL FILHO,PREFEITO,PT,NÃO ELEITO,47,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58017/426/candidatos/500638/5_1600706288645.pdf
Aperibé,MAGNO CUSTODIO DE CASTRO,PREFEITO,DEM,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58181/426/candidatos/632028/5_1600949272276.pdf
Aperibé,RONALD DE CÁSSIO DAIBES MOREIRA,PREFEITO,PSD,ELEITO,40,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58181/426/candidatos/549510/5_1601039561895.pdf
Aperibé,VANDELAR DIAS DA SILVA,PREFEITO,PSDB,NÃO ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58181/426/candidatos/531583/5_1601052906710.pdf
Araruama,ANDRÉ LUIZ MÔNICA E SILVA,PREFEITO,PL,NÃO ELEITO,28 – 12,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58033/2030402020/190000668905/pje-3c82aa20-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58033/426/candidatos/315576/5_1600369030429.pdf
Araruama,HERIKA SIQUEIRA MENEZES PASSOS,PREFEITO,PSL,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58033/426/candidatos/411018/5_1600981094773.pdf
Araruama,JORGE LUIZ DE RESENDE PEREIRA,PREFEITO,PDT,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58033/426/candidatos/346427/5_1600291473521.pdf
Araruama,LIVIA SOARES BELLO DA SILVA,PREFEITO,PP,ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58033/426/candidatos/48510/5_1599146119896.pdf
Araruama,OSVALDO NORBERTO GONÇALVES FILHO,PREFEITO,PV,NÃO ELEITO,3,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58033/426/candidatos/190000824330/pje-d7bcbc16-Proposta%20de%20governo.pdf
Araruama,RODRIGO PINHEIRO DE OLIVEIRA,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,38,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58033/2030402020/190000654818/pje-f3d8c8d6-Proposta%20de%20governo.pdf
Areal,CELSO SILVESTRE DE ABREU,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,17,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58220/426/candidatos/190000795785/pje-c5119535-Proposta%20de%20governo.pdf
Areal,JOSÉ AUGUSTO BERNARDES LIMA,PREFEITO,REDE,ELEITO,39,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58220/426/candidatos/634085/5_1600916895331.pdf
Areal,JULIO CESAR ESTEVES,PREFEITO,PROS,NÃO ELEITO,3,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58220/426/candidatos/583042/5_1600794343854.pdf
Armação dos Búzios,ALEXANDRE DE OLIVEIRA MARTINS,PREFEITO,REPUBLICANOS,ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/2030402020/190000750898/pje-c2026321-Proposta%20de%20governo.pdf
Armação dos Búzios,JOSE LUIZ ALVES SERAFIM,PREFEITO,PSD,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/2030402020/190000687721/pje-9a8df51b-Proposta%20de%20governo.pdf
Armação dos Búzios,CARLOS HENRIQUES PINTO GOMES,PREFEITO,PATRIOTA,NÃO ELEITO,2,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/528096/5_1600965945733.pdf
Armação dos Búzios,JOÃO DE MELO CARRILHO,PREFEITO,PRTB,NÃO ELEITO,29,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/277595/5_1600893121645.pdf
Armação dos Búzios,JOICE LÚCIA COSTA DOS SANTOS SALME,PREFEITO,PP,NÃO ELEITO,9,2020,9,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/745868/5_1601049179855.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/745868/5_1601049171684.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/745868/5_1601049165551.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/745868/5_1601049169679.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/745868/5_1601049166714.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/745868/5_1601049182127.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/745868/5_1601049173042.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/745868/5_1601049181076.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/745868/5_1601049167954.jpg
Armação dos Búzios,LEANDRO ALEX DE SOUZA DA SILVA,PREFEITO,PDT,NÃO ELEITO,22 – 26,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/190001111278/pje-249a60a1-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/532189/5_1601060056530.pdf
Armação dos Búzios,PAULO ROBERTO LOPES DE OLIVEIRA CARVALHO,PREFEITO,DC,NÃO ELEITO,NÃO TEM,2020,0,
Armação dos Búzios,MARCELO MOREL,PREFEITO,PMB,NÃO ELEITO,1,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/366117/5_1600360661618.pdf
Armação dos Búzios,RUBENS DA COSTA LOPES FILHO,PREFEITO,REDE,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/632097/5_1600895962456.pdf
Armação dos Búzios,ANTONIO CARLOS REIS TOLENTINO,PREFEITO,PODE,NÃO ELEITO,19,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/426/candidatos/423152/5_1600887222119.pdf
Armação dos Búzios,CLERISTOM VIANA DA SILVA,PREFEITO,PSL,NÃO ELEITO,NÃO TEM,2020,0,
Armação dos Búzios,VALDIR VIRGENS PEREIRA,PREFEITO,AVANTE,NÃO ELEITO,3,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/2030402020/190000812628/pje-7c828026-Proposta%20de%20governo.pdf
Armação dos Búzios,VICENTE DE PAULA DOS SANTOS,PREFEITO,CIDADANIA,NÃO ELEITO,20,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58408/2030402020/190001258821/pje-2dc01cd4-Proposta%20de%20governo.pdf
Arraial do Cabo,HENRIQUE SÉRGIO MELMAN,PREFEITO,PDT,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59277/426/candidatos/704622/5_1601039728403.pdf
Arraial do Cabo,MARCELO MAGNO FELIX DOS SANTOS,PREFEITO,SOLIDARIEDADE,ELEITO,17,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59277/426/candidatos/463967/5_1600532350388.pdf
Arraial do Cabo,RENATO MARTINS VIANNA,PREFEITO,REPUBLICANOS,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59277/426/candidatos/513548/5_1600782331636.pdf
Arraial do Cabo,ELITON PORTO DOS SANTOS,PREFEITO,DEM,NÃO ELEITO,55,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59277/426/candidatos/758811/5_1600980845276.pdf
Arraial do Cabo,WILLIAN CESAR DA LUZ SILVA,PREFEITO,PT,NÃO ELEITO,25,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59277/2030402020/190001053167/pje-29c1eec1-Proposta%20de%20governo.pdf
Barra do Piraí,BRUNO DA SILVA MONTEIRO,PREFEITO,DC,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58050/426/candidatos/26434/Proposta%20Plano%20de%20%20Governo-Bruno%20Alvarenga-2020.pdf
Barra do Piraí,PAULO CESAR VIEIRA DE ALMEIDA FILHO,PREFEITO,PATRIOTA,NÃO ELEITO,NÃO TEM,2020,0,
Barra do Piraí,CRISTIANO GAMA DE ALMEIDA,PREFEITO,PP,NÃO ELEITO,25,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58050/426/candidatos/678634/5_1600898738476.pdf
Barra do Piraí,FLÁVIO HENRIQUE COSTA DE FREITAS,PREFEITO,PT,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58050/426/candidatos/429888/5_1600469155430.pdf
Barra do Piraí,MARIO REIS ESTEVES,PREFEITO,REPUBLICANOS,ELEITO,5,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58050/426/candidatos/370750/5_1600890863824.pdf
Barra do Piraí,MAURO ARÊDES THEODORO,PREFEITO,PC DO B,NÃO ELEITO,40,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58050/2030402020/190001259152/pje-4b7bb6cc-Proposta%20de%20governo.pdf
Barra Mansa,BRUNO MARINI,PREFEITO,PSD,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/2030402020/190000967394/pje-abaaa7b5-Proposta%20de%20governo.pdf
Barra Mansa,DANIEL GUIMARAES DE ABREU,PREFEITO,PATRIOTA,NÃO ELEITO,17,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/368416/5_1600620918860.pdf
Barra Mansa,ALCIO PEREIRA,PREFEITO,PTC,NÃO ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/841731/5_1601153856329.pdf
Barra Mansa,JACKSON DE OLIVEIRA EMERICK,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,NÃO TEM,2020,0,
Barra Mansa,PAULO CESAR ALVES DOS SANTOS,PREFEITO,PODE,NÃO ELEITO,36,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/2030402020/190001257330/pje-5bcc869a-Proposta%20de%20governo.pdf
Barra Mansa,PETTERSON MAGNO DA SILVA SANTOS,PREFEITO,PSOL,NÃO ELEITO,42,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/2030402020/190001236170/pje-72042e27-Proposta%20de%20governo.pdf
Barra Mansa,CLARICE DE FREITAS SILVA AVILA,PREFEITO,PT,NÃO ELEITO,35,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/2030402020/190001232315/pje-36fe71c0-Proposta%20de%20governo.pdf
Barra Mansa,RODRIGO DRABLE COSTA,PREFEITO,DEM,ELEITO,26,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/805884/5_1601054889505.pdf
Barra Mansa,THIAGO VALÉRIO DA SILVA,PREFEITO,CIDADANIA,NÃO ELEITO,65,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/430511/5_1600900078065.pdf
Barra Mansa,TUCA,PREFEITO,PDT,NÃO ELEITO,6,2020,6,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/835694/5_1601088348908.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/835694/5_1601088350136.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/835694/5_1601088343067.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/835694/5_1601088344081.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/835694/5_1601088345159.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/835694/5_1601088351074.pdf
Barra Mansa,VALDEMAR COSTA DE MORAIS,PREFEITO,PCO,NÃO ELEITO,37,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58076/426/candidatos/788553/5_1601036962710.pdf
Belford Roxo,FRANCISCO DE ASSIS FREITAS,PREFEITO,PC DO B,NÃO ELEITO,19,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58041/426/candidatos/684443/5_1600903297248.pdf
Belford Roxo,CRISTIANO SANTOS HERMÓGENES,PREFEITO,PL,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58041/426/candidatos/682070/5_1601055634469.pdf
Belford Roxo,FERNANDO ATHAIDE DA SILVA,PREFEITO,PSB,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58041/426/candidatos/796280/PLANO_GOVERNO.pdf
Belford Roxo,ANTÔNIO AUGUSTO CRUZ RIBEIRO JUNIOR,PREFEITO,PSD,NÃO ELEITO,19,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58041/426/candidatos/699782/5_1600917311938.pdf
Belford Roxo,NEUZA DA SILVA BOUMGRATZ,PREFEITO,PSOL,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58041/426/candidatos/765478/5_1600992966628.pdf
Belford Roxo,WAGNER DOS SANTOS CARNEIRO,PREFEITO,MDB,ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58041/426/candidatos/242580/5_1600862543883.pdf
Bom Jardim,ANTONIO CLARET GONÇALVES FIGUEIRA,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58092/2030402020/190001136788/pje-304ca4dd-Proposta%20de%20governo.pdf
Bom Jardim,JOÃO CARLOS DE SOUZA JUND,PREFEITO,PV,NÃO ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58092/426/candidatos/190001137451/pje-fe2dadad-Proposta%20de%20governo.pdf
Bom Jardim,MACILIO NUNES DA SILVA,PREFEITO,PSC,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58092/2030402020/190001222818/pje-f061ec88-Proposta%20de%20governo.pdf
Bom Jardim,MARLON DE FREITAS JARDIM,PREFEITO,AVANTE,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58092/426/candidatos/684120/5_1600891616352.pdf
Bom Jardim,PAULO VIEIRA DE BARROS,PREFEITO,PL,ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58092/426/candidatos/485075/5_1600730245377.pdf
Bom Jesus do Itabapoana,ANDREIA DE OLIVEIRA PADUA,PREFEITO,PTB,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58114/426/candidatos/491149/5_1601090885600.pdf
Bom Jesus do Itabapoana,MARIA DAS GRAÇAS FERREIRA MOTTA,PREFEITO,PSL,NÃO ELEITO,31,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58114/426/candidatos/612282/5_1600911046426.pdf
Bom Jesus do Itabapoana,FELIPE ROBERTO AMARAL FERREIRA DO VALLE,PREFEITO,PATRIOTA,NÃO ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58114/2030402020/190000978170/pje-1a25fee5-Proposta%20de%20governo.pdf
Bom Jesus do Itabapoana,EVALDO VALERIO DA SILVA,PREFEITO,PC DO B,NÃO ELEITO,5,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58114/426/candidatos/190001261730/pje-4d3e5928-Proposta%20de%20governo.pdf
Bom Jesus do Itabapoana,JOSE MARIO LOUREIRO BORGES,PREFEITO,PODE,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58114/426/candidatos/440589/5_1600798495371.pdf
Bom Jesus do Itabapoana,PAULO SERGIO TRAVASSOS DO CARMO CYRILLO,PREFEITO,REPUBLICANOS,ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58114/426/candidatos/875668/5_1605272545373.pdf
Bom Jesus do Itabapoana,ROBERTO MORAES DE OLIVEIRA,PREFEITO,PMB,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58114/426/candidatos/711206/Projeto.pdf
Bom Jesus do Itabapoana,ROBERTO ELIAS FIGUEIREDO SALIM FILHO,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58114/426/candidatos/671131/5_1600977317066.pdf
Cabo Frio,ANDERSON MACLEYVES GONÇALVES MACIEL,PREFEITO,PMN,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58130/426/candidatos/190000684722/pje-5_159985-Proposta%20de%20governo.pdf
Cabo Frio,DIOGO SOUZA DA SILVEIRA,PREFEITO,PSDB,NÃO ELEITO,NÃO TEM,2020,0,
Cabo Frio,CRISTIANE DOS SANTOS BATISTA FERNANDES,PREFEITO,PSD,NÃO ELEITO,24,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58130/426/candidatos/417547/5_1600799860669.pdf
Cabo Frio,DIRLEI PEREIRA DA SILVA,PREFEITO,PTC,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58130/426/candidatos/848808/5_1601143406137.pdf
Cabo Frio,SERGIO LUIZ COSTA AZEVEDO FILHO,PREFEITO,REPUBLICANOS,NÃO ELEITO,36,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58130/426/candidatos/505568/5_1600626473462.pdf
Cabo Frio,ADRIANO GUILHERME DE TEVES MORENO,PREFEITO,DEM,NÃO ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58130/426/candidatos/438336/5_1601068759322.pdf
Cabo Frio,JOSÉ BONIFÁCIO FERREIRA NOVELLINO,PREFEITO,PDT,ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58130/2030402020/190001150041/pje-f7427f43-Proposta%20de%20governo.pdf
Cabo Frio,MARCOS DA ROCHA MENDES,PREFEITO,MDB,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58130/426/candidatos/834590/5_1601085692135.pdf
Cabo Frio,FERNANDO MORAES DE OLIVEIRA,PREFEITO,UP,NÃO ELEITO,32,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58130/426/candidatos/751189/5_1601039860455.pdf
Cabo Frio,ROBERTO VALENTIM DA COSTA POVOAS,PREFEITO,PSOL,NÃO ELEITO,17,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58130/426/candidatos/278521/Programa2020_revisado.pdf
Cabo Frio,RODRIGO GURGEL SOARES,PREFEITO,PSL,NÃO ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58130/2030402020/190000684811/pje-955e6cce-Proposta%20de%20governo.pdf
Cachoeiras de Macacu,ANDERSON DE OLIVEIRA MATEUS,PREFEITO,MDB,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58157/426/candidatos/713461/5_1600921768957.pdf
Cachoeiras de Macacu,CRISTÓVÃO DOS SANTOS MOREIRA,PREFEITO,PSC,NÃO ELEITO,22 – 8,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58157/426/candidatos/357567/5_1600742764110.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58157/426/candidatos/357567/5_1600477820972.pdf
Cachoeiras de Macacu,MARILENA DE FARIA SARMENTO,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58157/426/candidatos/615206/5_1600802435647.pdf
Cachoeiras de Macacu,MARCELO ARAÚJO,PREFEITO,PT,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58157/426/candidatos/677099/5_1600977959392.pdf
Cachoeiras de Macacu,MARCIO DE CARVALHO MACHADO,PREFEITO,REPUBLICANOS,NÃO ELEITO,43,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58157/426/candidatos/229102/5_1600291106637.pdf
Cachoeiras de Macacu,MAURO CEZAR DE CASTRO SOARES,PREFEITO,PSB,NÃO ELEITO,40,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58157/426/candidatos/459936/proposta.pdf
Cachoeiras de Macacu,RAFAEL MUZZI DE MIRANDA,PREFEITO,PP,ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58157/426/candidatos/594327/5_1601053943085.pdf
Cambuci,BRUNO FRAGOSO DA SILVA,PREFEITO,PSD,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58173/426/candidatos/419962/5_1600895812364.pdf
Cambuci,CINTHIA PERES CASTRO DE SOUZA,PREFEITO,PROS,NÃO ELEITO,30,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58173/426/candidatos/832183/5_1601087482902.pdf
Cambuci,JOAO CELSO CUNHA DOS SANTOS,PREFEITO,PSL,NÃO ELEITO,34,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58173/2030402020/190000679920/pje-aa86e5ce-Proposta%20de%20governo.pdf
Cambuci,MARCIO LUIS VELASCO PINHEIRO,PREFEITO,PSOL,NÃO ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58173/426/candidatos/785001/5_1601031937159.pdf
Cambuci,MAXWELL VIEIGA GUIMARAES,PREFEITO,SOLIDARIEDADE,ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58173/426/candidatos/228959/5_1600696644357.pdf
Cambuci,MARIA DA PENHA TAVARES DA COSTA,PREFEITO,CIDADANIA,NÃO ELEITO,345,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58173/426/candidatos/636046/5_1600819783450.pdf
Cambuci,RENATO ROCHA VIEIRA,PREFEITO,PSC,NÃO ELEITO,66,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58173/426/candidatos/425652/5_1600983086597.pdf
Campos dos Goytacazes,CAIO SANTOS VIANNA,PREFEITO,PDT,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/524743/5_1601032060999.pdf
Campos dos Goytacazes,CLAUDIO RANGEL DE SOUZA,PREFEITO,PMN,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/516554/5_1600967162008.pdf
Campos dos Goytacazes,BRUNO RIOS CALIL,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,19 – 22,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/2030402020/190000863537/pje-9b806b85-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/492057/5_1600709187753.pdf
Campos dos Goytacazes,CARLA WALESKA E SILVA GOMES,PREFEITO,PSDB,NÃO ELEITO,29,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/190001274077/pje-9e80c91d-Proposta%20de%20governo.pdf
Campos dos Goytacazes,JONATHAN PAES,PREFEITO,PMB,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/763466/5_1600984624514.pdf
Campos dos Goytacazes,ODISSEIA PINTO DE CARVALHO,PREFEITO,PT,NÃO ELEITO,41,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/286611/5_1600120630694.pdf
Campos dos Goytacazes,NATÁLIA SOARES RIBEIRO,PREFEITO,PSOL,NÃO ELEITO,40,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/796214/5_1601067185508.pdf
